  Error on attempt 1/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
RAM injector started: 757 points, starting at index 0, step=15s, namespace=tcc-ens-expsm-fft-prophet-c-cpu-hv
Logging to: /app/k8s/load/traces/ram_injection_log.csv
  [startup] waiting for pods in tcc-ens-expsm-fft-prophet-c-cpu-hv …
[0/756] 2022-04-10T00:00:00  total_mb=4226  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1890.0ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1823.0ms
[76/756] 2022-04-12T02:40:00  total_mb=5489  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1631.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1508.0ms
[77/756] 2022-04-12T03:20:00  total_mb=5492  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1562.8ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1583.0ms
[78/756] 2022-04-12T04:00:00  total_mb=5497  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1768.1ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1744.9ms
[79/756] 2022-04-12T04:40:00  total_mb=5450  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1604.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1664.1ms
[80/756] 2022-04-12T05:20:00  total_mb=5480  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1643.0ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1603.2ms
[81/756] 2022-04-12T06:00:00  total_mb=5484  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1541.8ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1621.3ms
[82/756] 2022-04-12T06:40:00  total_mb=5504  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1726.9ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1674.2ms
[83/756] 2022-04-12T07:20:00  total_mb=5582  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1559.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1851.0ms
[84/756] 2022-04-12T08:00:00  total_mb=5596  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1807.3ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1705.3ms
[85/756] 2022-04-12T08:40:00  total_mb=5625  pods=2
  → pod=target-app-65b6765b8-9mc4b status=ERROR  latency=0.0ms
  → pod=target-app-65b6765b8-xlblw status=ERROR  latency=0.0ms
[86/756] 2022-04-12T09:20:00  total_mb=5910  pods=2
  → pod=target-app-7cbb4bb8fd-95t72 status=200  latency=1540.1ms
  → pod=target-app-7cbb4bb8fd-mxfvn status=200  latency=1464.3ms
[87/756] 2022-04-12T10:00:00  total_mb=5969  pods=2
  → pod=target-app-7cbb4bb8fd-95t72 status=200  latency=1866.9ms
  → pod=target-app-7cbb4bb8fd-mxfvn status=200  latency=1580.0ms
[88/756] 2022-04-12T10:40:00  total_mb=5981  pods=2
  → pod=target-app-7cbb4bb8fd-95t72 status=200  latency=2006.6ms
  → pod=target-app-7cbb4bb8fd-mxfvn status=200  latency=2038.5ms
[89/756] 2022-04-12T11:20:00  total_mb=6009  pods=2
  → pod=target-app-7cbb4bb8fd-95t72 status=200  latency=1757.5ms
  → pod=target-app-7cbb4bb8fd-mxfvn status=200  latency=1867.1ms
[90/756] 2022-04-12T12:00:00  total_mb=6156  pods=2
  → pod=target-app-7cbb4bb8fd-95t72 status=ERROR  latency=0.0ms
  → pod=target-app-7cbb4bb8fd-mxfvn status=ERROR  latency=0.0ms
[91/756] 2022-04-12T12:40:00  total_mb=6269  pods=1
  → pod=target-app-57f655b559-ffxrk status=ERROR  latency=0.0ms
[92/756] 2022-04-12T13:20:00  total_mb=6288  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3170.3ms
[93/756] 2022-04-12T14:00:00  total_mb=6295  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3815.4ms
[94/756] 2022-04-12T14:40:00  total_mb=6439  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3736.3ms
[95/756] 2022-04-12T15:20:00  total_mb=6441  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3695.5ms
  Error on attempt 1/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-mvf99" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-mvf99" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-mvf99" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-mvf99" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-mvf99" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7b58bf89f-mvf99: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-mvf99" not found
, retrying in 3s …
[96/756] 2022-04-12T16:00:00  total_mb=6446  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3733.0ms
[97/756] 2022-04-12T16:40:00  total_mb=6453  pods=2
  → pod=target-app-757955768f-dzf4v status=200  latency=2081.4ms
  → pod=target-app-757955768f-hxzpc status=200  latency=1852.7ms
[98/756] 2022-04-12T17:20:00  total_mb=6473  pods=2
  → pod=target-app-757955768f-dzf4v status=200  latency=1851.6ms
  → pod=target-app-757955768f-hxzpc status=200  latency=1765.1ms
[99/756] 2022-04-12T18:00:00  total_mb=6564  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3830.4ms
[100/756] 2022-04-12T18:40:00  total_mb=6577  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=4110.9ms
[101/756] 2022-04-12T19:20:00  total_mb=6582  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3667.6ms
[102/756] 2022-04-12T20:00:00  total_mb=6589  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3741.5ms
[103/756] 2022-04-12T20:40:00  total_mb=6598  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3980.2ms
[104/756] 2022-04-12T21:20:00  total_mb=4185  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2413.2ms
[105/756] 2022-04-12T22:00:00  total_mb=4396  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2733.9ms
[106/756] 2022-04-12T22:40:00  total_mb=4583  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2563.0ms
[107/756] 2022-04-12T23:20:00  total_mb=4870  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2742.1ms
[108/756] 2022-04-13T00:00:00  total_mb=4916  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3257.3ms
[109/756] 2022-04-13T00:40:00  total_mb=4998  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2857.9ms
[110/756] 2022-04-13T01:20:00  total_mb=5042  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2788.1ms
[111/756] 2022-04-13T02:00:00  total_mb=5114  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2865.1ms
[112/756] 2022-04-13T02:40:00  total_mb=5259  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2983.2ms
[113/756] 2022-04-13T03:20:00  total_mb=5277  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3144.6ms
[114/756] 2022-04-13T04:00:00  total_mb=5299  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3037.4ms
[115/756] 2022-04-13T04:40:00  total_mb=5302  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2976.7ms
[116/756] 2022-04-13T05:20:00  total_mb=5369  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=2896.9ms
[117/756] 2022-04-13T06:00:00  total_mb=5370  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3039.0ms
[118/756] 2022-04-13T06:40:00  total_mb=5492  pods=1
  → pod=target-app-757955768f-dzf4v status=200  latency=3041.3ms
[119/756] 2022-04-13T07:20:00  total_mb=5558  pods=1
  → pod=target-app-7b58bf89f-mvf99 status=ERROR  latency=0.0ms
[120/756] 2022-04-13T08:00:00  total_mb=5582  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=2716.2ms
[121/756] 2022-04-13T08:40:00  total_mb=5679  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3522.1ms
[122/756] 2022-04-13T09:20:00  total_mb=5899  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3183.1ms
[123/756] 2022-04-13T10:00:00  total_mb=5931  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3405.0ms
[124/756] 2022-04-13T10:40:00  total_mb=5983  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3298.8ms
[125/756] 2022-04-13T11:20:00  total_mb=6046  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3464.9ms
[126/756] 2022-04-13T12:00:00  total_mb=6025  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3516.7ms
[127/756] 2022-04-13T12:40:00  total_mb=6008  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3250.7ms
[128/756] 2022-04-13T13:20:00  total_mb=6010  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3496.9ms
[129/756] 2022-04-13T14:00:00  total_mb=6074  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3663.7ms
[130/756] 2022-04-13T14:40:00  total_mb=6027  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3336.0ms
[131/756] 2022-04-13T15:20:00  total_mb=6036  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3255.2ms
[132/756] 2022-04-13T16:00:00  total_mb=6058  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3316.7ms
[133/756] 2022-04-13T16:40:00  total_mb=6120  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3218.0ms
[134/756] 2022-04-13T17:20:00  total_mb=6116  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3349.4ms
[135/756] 2022-04-13T18:00:00  total_mb=6163  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3834.5ms
[136/756] 2022-04-13T18:40:00  total_mb=6164  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3249.5ms
[137/756] 2022-04-13T19:20:00  total_mb=6211  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3330.2ms
[138/756] 2022-04-13T20:00:00  total_mb=6215  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3667.1ms
[139/756] 2022-04-13T20:40:00  total_mb=6220  pods=1
  → pod=target-app-757955768f-l5pjw status=200  latency=3436.8ms
[140/756] 2022-04-13T21:20:00  total_mb=4282  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2113.9ms
[141/756] 2022-04-13T22:00:00  total_mb=4418  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2432.3ms
[142/756] 2022-04-13T22:40:00  total_mb=4754  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2646.8ms
[143/756] 2022-04-13T23:20:00  total_mb=4906  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2530.1ms
[144/756] 2022-04-14T00:00:00  total_mb=4976  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2724.1ms
[145/756] 2022-04-14T00:40:00  total_mb=4985  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2766.0ms
[146/756] 2022-04-14T01:20:00  total_mb=5035  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2799.9ms
[147/756] 2022-04-14T02:00:00  total_mb=5097  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=3033.3ms
[148/756] 2022-04-14T02:40:00  total_mb=5103  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2920.2ms
[149/756] 2022-04-14T03:20:00  total_mb=5125  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2880.5ms
[150/756] 2022-04-14T04:00:00  total_mb=5162  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2972.1ms
[151/756] 2022-04-14T04:40:00  total_mb=5204  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=3116.8ms
[152/756] 2022-04-14T05:20:00  total_mb=5219  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2942.9ms
[153/756] 2022-04-14T06:00:00  total_mb=5336  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2826.9ms
[154/756] 2022-04-14T06:40:00  total_mb=5439  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=3001.7ms
[155/756] 2022-04-14T07:20:00  total_mb=5463  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=3016.2ms
[156/756] 2022-04-14T08:00:00  total_mb=5532  pods=1
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2984.0ms
[157/756] 2022-04-14T08:40:00  total_mb=5633  pods=2
  → pod=target-app-55dc8c66cd-2r6jr status=200  latency=2110.4ms
  → pod=target-app-757955768f-j5bzl status=200  latency=1425.4ms
[158/756] 2022-04-14T09:20:00  total_mb=5717  pods=1
  → pod=target-app-757955768f-j5bzl status=200  latency=2784.7ms
[159/756] 2022-04-14T10:00:00  total_mb=5811  pods=1
  → pod=target-app-757955768f-j5bzl status=200  latency=3281.2ms
[160/756] 2022-04-14T10:40:00  total_mb=5885  pods=1
  → pod=target-app-757955768f-j5bzl status=200  latency=3450.3ms
[161/756] 2022-04-14T11:20:00  total_mb=5887  pods=1
  → pod=target-app-757955768f-j5bzl status=200  latency=3267.7ms
[162/756] 2022-04-14T12:00:00  total_mb=6025  pods=1
  Error on attempt 1/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: Error from server (NotFound): pods "target-app-775b649bcf-5p8tv" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: Error from server (NotFound): pods "target-app-775b649bcf-5p8tv" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: Error from server (NotFound): pods "target-app-775b649bcf-5p8tv" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: Error from server (NotFound): pods "target-app-775b649bcf-5p8tv" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: Error from server (NotFound): pods "target-app-775b649bcf-5p8tv" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-775b649bcf-5p8tv: kubectl exec failed: Error from server (NotFound): pods "target-app-775b649bcf-5p8tv" not found
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-57f655b559-tmqjq: kubectl exec failed: Error from server (NotFound): pods "target-app-57f655b559-tmqjq" not found
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-4ntpb" not found
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-4ntpb" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-4ntpb" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-4ntpb" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-4ntpb" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7b58bf89f-4ntpb: kubectl exec failed: Error from server (NotFound): pods "target-app-7b58bf89f-4ntpb" not found
, retrying in 3s …
